"","entityName","loc","sic","sicDescription","2008Q2","2008Q3","2008Q4","2009Q1","2009Q2","2009Q3","2009Q4","2010Q1","2010Q2","2010Q3","2010Q4","2011Q1","2011Q2","2011Q3","2011Q4","2012Q1","2012Q2","2012Q3","2012Q4","2013Q1","2013Q2","2013Q3","2013Q4","2014Q1","2014Q2","2014Q3","2014Q4","2015Q1","2015Q2","2015Q3","2015Q4","2016Q1","2016Q2","2016Q3","2016Q4","2017Q1","2017Q2","2017Q3","2017Q4","2018Q1","2018Q2","2018Q3","2018Q4","2019Q1","2019Q2","2019Q3","2019Q4","2020Q1","2020Q2","2020Q3","2020Q4","2021Q1","2021Q2","2021Q3","2021Q4","2008Q1"
"257","KENTUCKY FIRST FEDERAL BANCORP","US-KY",6035,"Savings Institution, Federally Chartered",-23997.9998425366,132048482.934412,17810315.8950445,16372801.7775358,8795417.9203805,7866853.88806638,38213087.0777526,148826.88642476,87424.1398166013,333000,424000,444000,-86843.1488642715,421000,388000,528000,-99309.824687269,522000,927000,630000,38970.4815645867,423000,598000,491000,21571.2429972195,416000,579000,539000,169134.741708607,538000,404000,178000,156840.965766574,297000,254000,168000,9858.60499543457,280000,869000,162000,-14402.3728734012,138000,167000,207000,249657.246723437,234000,248000,240000,-37699.5564766278,285000,370000,176829.775580944,610485.244069155,49358.3933751479,-126179.175475461,NA
"258","GOLDEN STAR RESOURCE CORP.","US-NV",1090,"Miscellaneous Metal Ores",-23997.9998626525,132048482.934412,17810315.8950445,16372801.7775359,8795417.92054836,7866853.8882594,38213087.0777526,148826.88643773,87424.1398175687,-23358,-19506,-18881,-86843.1488627581,-24186,-23368,-25773,-99309.8246871806,-30766,-21135,-82502.7235876488,38970.4815659134,-53610,-6217,-9229,21571.2429984162,-6867,-15690,-130233,169134.741710456,-12,-13965,-14068,156840.965769167,1989,-5871,-5830,9858.60499871296,-6783,-14951,-7113,-14402.3728702009,-5764,-14467,-6357,249657.246727976,-13791,-6573,-6403,-37699.5564724975,-13960,-8123,-7741,610485.244074911,-18417,-13257,NA
"259","AVIAT NETWORKS, INC.","US-TX",3663,"Radio & Tv Broadcasting & Communications Equipment",64142869.5212767,132048482.98043,17810315.8950444,16372801.7865505,-2729999.99384468,-11581999.9699491,38213087.0967497,-9657999.97292832,-146978.39567847,-21300000,-12500000,-36900000,-19800000,-6800000,-12800000,-3200000,-1300000,-2200000,-5300000,-1700000,-5800000,-13500000,-9700000,-14600000,-13300000,-5466000,-4549000,-13167000,-1443000,-1203000,-5679000,-7874000,-15151000,-629000,1678000,-399000,-1473000,-657000,5071000,-2623000,54000,-750000,2310000,4339000,3839000,54000,-1671000,731000,1143000,5936000,6641000,94731000,2831000,4682000,5916000,NA
"260","Alpha and Omega Semiconductor Limited","BM-",3674,"Semiconductors & Related Devices",67917159.845004,138061865.756365,13434301.2685119,13098816.2116329,-2519079.45459591,-10260551.0078114,36688469.5573126,-8409542.12580418,-75486.1210664699,8800000,8691000,10654000,-386076.375656813,2139000,1474000,2604000,-50042.1984537397,7942000,3718000,-13173000,-201520.702769387,307000,160000,-3294000,-182969.710655804,564000,-1297000,-4105000,-206852.442622372,-1975000,-1611000,-1263000,-404151.050413526,3307000,2847000,3556000,-764500.550222958,4800000,6791000,1651000,-771019.041051555,2416000,-1545000,-1555000,-797425.062908258,1009000,-1005000,-6495000,-1134257.94460433,9574000,12903000,16100000,-538229.154592527,23424000,382998000,NA
"261","MIDWESTONE FINANCIAL GROUP, INC.","US-IA",6022,"State Commercial Banks",64142869.4872006,132048482.934411,17810315.8950444,16372801.7775358,5067000.00013283,4404000.00009334,5249000.00092664,2564104.48338858,2168702.89545007,2786000,2838070.37768853,2905000,3223000,3838000,3351000,4432000,3512000,4238000,4352000,4790000,4531000,4864000,4422000,4973000,4753000,4889000,3907000,4796000,4469000,7615000,8238000,5544000,4755000,6222000,3870000,6713000,7234000,6342000,-1590000,7793000,8156000,6778000,7624000,7285000,10674000,12300000,13371000,-1975000,11712000,-19824000,16710000,21648000,17271000,16311000,14256000,NA
"262","Concrete Leveling Systems, Inc.","US-OH",3590,"Misc Industrial & Commercial Machinery & Equipment",-23997.9998626525,132048482.934412,17810315.8950445,16372801.7775359,8795417.92054836,7866853.8882594,38213087.0777526,148826.88643773,87424.1398175687,-30822,-31417.213866735,-24194,-86843.1488627581,-38828,-25817,-24826,-99309.8246871806,-33382,-2957,-25667,38970.4815659134,-17564,-3708,-4710,21571.2429984162,-16955,-5013,-4161,169134.741710456,-17735,3774,-6684,156840.965769167,-20095,-5284,-4247,9858.60499871296,-24027,-8477,-2478,-14402.3728702009,-18225,-7298,-6826,249657.246727976,-20018,-5709,-8353,-37699.5564724975,-22937,-6949,-7545,610485.244074911,-23617,-8316,NA
"263","NORTHERN MINERALS & EXPLORATION LTD.","US-UT",1040,"Gold and Silver Ores",-23997.9998626525,132048482.934412,17810315.8950445,16372801.7775359,8795417.92054836,7866853.8882594,38213087.0777526,148826.88643773,87424.1398175687,-26511,-26303,-26386,-86843.1488627581,-25153,-26357,-26700,-99309.8246871806,-231072,-49923,-38937,38970.4815659134,-23047,-18914,-30406.5160092632,21571.2429984162,-49721,-36785,-49069,169134.741710456,-39197,-65023,-84967,156840.965769167,-550294,-19699,-33426,9858.60499871296,-97430,-135439,-206399,-14402.3728702009,-110027,-323874,-62974,249657.246727976,-54567,-41111,-29185,-37699.5564724975,-40200,-22877,-38535,610485.244074911,-53481,-28508,NA
"264","Laredo Oil, Inc.","US-TX",1311,"Crude Petroleum & Natural Gas",-23997.9998626525,132048482.934412,17810315.8950445,16372801.7775359,8795417.92054836,7866853.8882594,38213087.0777526,148826.88643773,87424.1398175687,-141733,266818,-571174,-86843.1488627581,-4273894,48303,74324,-99309.8246871806,-107091,-150603,-185265,38970.4815659134,-218025,-258890,-122475,21571.2429984162,-177912,681,-368875,169134.741710456,-200062,-72963,-40749,156840.965769167,-120235,-271967,-87949,9858.60499871296,110456,-158835,245081,-14402.3728702009,-26758,55107,35359,249657.246727976,-85248,30690,-16553,-37699.5564724975,-194830,-227497,410256,610485.244074911,884576,-538996,NA
"265","S&W SEED CO","US-CO",100,"Agricultural Production-Crops",64142869.4877194,132048482.935112,17810315.8950444,16372801.777673,-2729999.99886904,-11581999.9942997,38213087.0780416,-9657999.9923285,-146978.395545098,-254079,-82197,-293634,-468080.890549664,522765,443064,20641,-120764.96852386,88756,146609,-1872374,-286410.667469005,41209,110132,-398594,-271899.911588663,-874315,-1542660,-469328,-277476.268008423,-1874233,567873,567873,-482095.894313266,-3217154,1158958,1327240,-868645.094337781,1778453,-399887,1778453,-875663.965534763,20931,-2766056,-3341900,-916525.64423037,-4925490,-6664857,-3281749,-1236160.63793081,-7172760,-536584.135692648,-418093.905279125,-653284.912424931,168369.268481025,-9795102,NA
"266","UBIQUITI INC.","US-NY",3663,"Radio & Tv Broadcasting & Communications Equipment",125993814.282031,70699501.5583617,-2081061.76951388,-76359.2948922471,13445472.5443837,20034726.6669733,46351978.9499884,33920573.9676485,48308838.616939,7581000,10978000,13033000,18135000,21493000,24691000,27920000,28485000,13179000,17803000,20667000,28841000,40528000,41792000,45199000,49418000,37743000,46265000,41137000,4518000,53759000,49452000,52699000,57706000,71788000,60608000,64432000,60678000,74925000,-51459000,102739000,70085000,85703000,77796000,88300000,70895000,98146000,85811000,103722000,92618000,156509000,159668000,146075000,135905699.318961,132150000,103649000,NA
"267","Acadia Healthcare Company, Inc.","US-TN",8093,"Services-Specialty Outpatient Facilities, NEC",580753999.95636,734589999.957485,-717999999.744517,-81017098.4973845,1448359.96986661,2140157.82379123,7931858.3135332,5132450.80753838,6635631.76147403,1566000,5187835.32237177,-249000,-21857000,3123000,-15909000,3679000,5909000,6450000,4365000,3738000,12197000,14364000,12280000,13058000,22451000,25402000,22129000,14594000,33844000,29550000,34566000,25688000,56445000,-117808000,41818000,34958000,49630000,45618000,69629000,50819000,58836000,46232000,-331637000,29471000,48140000,42566000,-11254000,33463000,41079000,36998000,-783672000,9717000,44514000,66126000,70278000,NA
"268","Forward Industries, Inc.","US-NY",3089,"Plastics Products, NEC",-23996.6128099983,132048482.934412,17810315.8950445,16372801.7775358,8795406.3460442,7866840.57923502,38213087.0777526,148825.992146807,87424.0731161107,50024.3675366399,17475,-554788,-682724,59174.2577302395,-1513180,-1544426,-3308928,-28501.8732115009,138765,148074,-244703,38690.3257301209,351427,-301014,19909,-70535.9358402386,-1501791,-687696,495110,24305.330317374,244080,144303,77956,31258.9986341157,151492,-237530,551925,21572.354646986,46651,948467,235484,148718,-530527,-1130905,-104062,-1838536,-81657,-1371614,-215202,110205.528554422,163780.256861184,176829.607381336,610484.847178178,49358.4270266319,-126179.287669615,NA
"269","WD-40 COMPANY","US-CA",2890,"Miscellaneous Chemical Products",64147290.1211794,132055570.764606,17804267.0565372,16368401.6744768,5066812.67881731,4403903.44439872,5249068.18377135,2564161.93852658,2168783.17513375,1863591.15332582,9079000,9108000,8060000,2888366.08619767,6792000,10584000,9136000,2531125.03392257,10944000,10461000,10267000,2954090.41350412,11482000,10317000,10406000,3564356.52083052,10786000,11333000,10965000,4514808.65166049,12062000,13669000,12665000,4253400.2237447,11758000,12360000,14444000,4776458.04722859,12630000,14818000,16130000,5828501.0425284,13279000,15906000,18139000,5662772.06098407,12194000,14327000,14524000,5153512.77492399,23623000,17191000,21006000,7237192.25195442,18555000,NA
"270","PURE CYCLE CORPORATION","US-CO",4941,"Water Supply",83979.863135779,132048482.934412,17810315.8950444,16372801.7775358,7938949.33300186,6895658.80830414,38213087.0777526,79551.5375729079,82236.1268326216,49477.1044779003,-1460813,-1780958,-1362839,59282.4782917042,-1361735,-1363599,-1419926,-29300.4091386325,-1333590,-914692,-1052745,37962.6559244757,-846502,-455975,-381246,-82694.7612315338,10,-86,30,-23082,-97,-271,-422,-521,-338000,-317000,-554000,-501000,-97000,1e+05,55000,357000,633972,-96025,1261371,3012000,5763000,274000,27000,102092.828590873,845000,17352000,624000,51976.57982459,1514000,NA
"271","CHS Inc.","US-MN",5150,"Wholesale-Farm Product Raw Materials",580753999.95636,734589999.957485,-717999999.744517,-81017098.4973845,1448359.96986661,2140157.82379123,7931858.3135332,5132450.80753838,6635631.76147403,5258827.57435211,201725000,194598000,358484000,3281811.05156348,416208000,78470000,405062000,5185908.8950553,343707000,275086000,250796000,7433951.29977532,242186000,260069000,379455000,15135469.8906742,378703000,92814000,178050000,8010450.78557957,266475000,-30979000,190275000,7903894.88909926,203364000,14211000,-71533000,-74450000,187646000,166007000,181807000,240447000,347504000,248766000,54620000,5657379.26122951,177882000,125447000,97648000,6293086.33287658,69671000,-38229000,273591000,10827927.0125188,451961000,NA
"272","AMCON DISTRIBUTING CO","US-NE",5141,"Wholesale-Groceries, General Line",64142888.5696794,132048513.531818,17810289.7790789,16372782.7806258,5057424.01506717,4392991.48555007,5253835.21604855,2558273.55671893,2166886.30716714,1862214.89777617,1832066,1584676,1827751,2885951.60060371,1438335,1464750,1846001,2528921.14907546,1462752,1213894,1632487,2951437.90376353,1287996,531285,1260432,3559786.60749729,1546030,769333,1996224,4508912.79715178,1355622,1146624,1851934,4248634.67565977,1046464,488483,385049,4770753.70495517,1480091,338899,785050,5820039.62463789,1245321,1523215,665679,5655417.88873477,451870,699319,1579566,5147245.43399373,3077610,2428908,3691210,7228715.6568925,3001055,NA
"273","DIGITAL BRAND MEDIA & MARKETING GROUP, INC.","US-NY",7389,"Services-Business Services, NEC",-23997.9998575975,132048482.934412,17810315.8950445,16372801.7775358,8795417.92050618,7866853.88821089,38213087.0777526,148826.886434471,87424.1398173256,50024.374571322,-287042,-126218,-86843.1488631384,59174.2563391636,-434407,-273370,-359404,-28501.8629471401,-216721,-337154,133075,38690.3350838083,-541051,-729355,244641,-70535.7796196646,-293243,-183818,-196791,24305.4898604001,14935.1854195085,36054.3400820306,156840.965768516,31259.0611764434,165642,429517,-388410,21572.4343753706,-58346,-71365,-157820,31147.9997531933,-80797,-171475,-206169,36148.6769084118,-13732,-162869,-128527,110205.632881028,-247662,-81875,-194046,49358.3933747825,-145514,NA
"274","MACOM Technology Solutions Holdings, Inc.","US-MA",3674,"Semiconductors & Related Devices",619203999.952278,584421999.970051,17810315.8950444,171099999.980764,158799999.9588,188899999.945871,318799999.929864,148899999.962166,-781783.644606463,1355458.89376183,8606000,-9757000,-40015000,40150000,22042000,-53561000,13545000,16958000,4056000,5420000,6980000,1740000,-8921000,-22122000,1183000,14537000,-6306000,-7537000,8027000,-2318381.7388619,-15571000,-10649000,22552000,-23974294.4808114,-965000,-130131000,-27677000,-6252115.6325325,-22569000,-15484000,-85430000,-2745084.86546536,-23396000,-46204000,-324714000,-5238893.69143634,-28362000,-10226000,-24982000,-4744751.72070858,-8968000,14807000,15005000,-857074.77547331,138827000,NA
"275","Citius Pharmaceuticals, Inc.","US-NJ",2834,"Pharmaceutical Preparations",64142869.4881055,132048482.935633,17810315.8950444,16372801.7777751,-2729999.99881125,-11581999.9940196,38213087.0782568,-9657999.99210536,-146978.395546632,25288.6810046099,-9008,-7260,-7315,64068.874818958,-2568,-7210,-6836,-64638.9440689899,-1420,-10229,-4432,5798.46054109551,-534414,-90279,-34880,-658945.341043306,-823708,-345268,-824972,-562969.824440407,-1220721,-869454,-3615929,-189787.723618532,-2175898,-2743363,-2422421,-261753.937298484,-3246166,-4421650,-2021894,-643630.272160314,-3874730,-3631929,-4405583,-369612.843086746,-4322370,-4424969,-4680118,-257602.26907806,-8146909,-4122432,-5824008,168369.268478484,-9225220,NA
"276","PROPANC BIOPHARMA, INC.","AU-",2834,"Pharmaceutical Preparations",64142869.4872007,132048482.934411,17810315.8950444,16372801.7775358,-2729999.99894671,-11581999.9946761,38213087.0777525,-9657999.99262838,-146978.395543037,25288.6809978495,-411314,-508439,-468080.89054944,-3074497,-2712127,-3096178,-120764.968522186,-492681,-387753,-337672,-286410.667464406,-571511,26399,-66865,-271899.911586061,-783300,-345479,-454250,-277476.267999968,-838894,-3562067,-2151909,-482095.894307735,-1101969,-3760913,-1371126,-868645.094324239,-1923743,-2201979,-1491006,-875663.965527067,-2124936,-1450038,-581856,-916525.64422581,-1491940,-1867109,-2585662,-1236160.63790952,-425545,-403643,-417738,-653284.912420602,-490658,-799977,NA
"277","ARTISAN CONSUMER GOODS, INC.","US-WA",1000,"Metal Mining",-23997.9998626525,132048482.934412,17810315.8950445,16372801.7775359,8795417.92054836,7866853.8882594,38213087.0777526,148826.88643773,87424.1398175687,50024.3745713476,-4494,-4511,-86843.1488627581,-7852,-23490,-10255,-99309.8246871806,-18577,-10044,-10305,38970.4815659134,-46751,-53864,-48622,21571.2429984162,-52798,-18260711,-49180,169134.741710456,-54571,-45060,-45750,156840.965769167,-48293,-17141,-17161,9858.60499871296,-9766,-6389,-6456,-1170,-9819,-6770,-30281,249657.246727976,-8756,-4860,-4426,-37699.5564724975,45435,-20301,-21733,610485.244074911,-13190,-9028,NA
"278","Post Holdings, Inc.","US-MO",2040,"Grain Mill Products",64142869.4872009,132048482.934412,17810315.8950444,16372801.7775358,8795417.92054836,7866853.8882594,38213087.0777525,19225008.5948446,-51617999.9248011,4557688.32580074,24600000,29100000,1600000,-479600000,12800000,10500000,15800000,10800000,7600000,5100000,3400000,-9e+05,-2400000,-18300000,-35100000,-287400000,-97300000,30500000,2.4e+07,-72500000,25500000,4900000,3300000,-3.7e+07,101800000,-2100000,-59400000,8e+06,294900000,91500000,96500000,-15600000,125600000,4.4e+07,16200000,-61100000,99200000,-191400000,3.6e+07,5.7e+07,81200000,109900000,-54300000,28336127.8573865,-20800000,NA
"279","Five Below, Inc.","US-PA",5331,"Retail-Variety Stores",580753898.49302,734589899.988136,-717999382.355707,-81017043.3856511,1448360.13172977,2140157.95186509,7931858.05496909,5132450.5308352,6635631.18963174,5258827.15788205,5187835.07825275,999000,2212000,440000,12427000,-1157000,1247000,729000,19206000,1570000,4069000,1677000,24826000,3080000,8320000,3311000,33313000,4278000,7061000,4337000,42004000,6758000,9847000,5447000,49788000,8391000,16804000,9879000,67377000,21804000,25063000,13516000,89262000,25662000,28831000,10189000,110374000,-50582000,29581000,20425000,123937000,49596000,64841000,24177000,140196000,NA
"280","Hilltop Holdings Inc.","US-TX",6022,"State Commercial Banks",580753999.95636,734589999.957485,-717999999.744517,-81017098.4973845,1448359.96986661,2140157.82379123,7931858.3135332,5132450.80753838,6635631.76147403,5258827.57435211,5187835.32237177,1410000,-13233000,248000,3904624.87645693,343000,-10709000,-4048000,8822000,33073000,22092000,39307000,30870000,25186000,28511000,24812000,33141000,113302000,30050000,46894000,20727000,27567000,31074000,51932000,35321000,26434000,62476000,30206000,13428000,24441000,33080000,35805000,28115000,38786000,57811000,79418000,49276000,49636000,128476000,153279000,116445000,120345000,99060000,92906000,62184000,NA
"281","CYBERLOQ TECHNOLOGIES, INC.","US-FL",7372,"Services-Prepackaged Software",-23997.9998626525,132048482.934412,17810315.8950445,16372801.7775359,8795417.92054836,7866853.8882594,38213087.0777526,148826.88643773,87424.1398175687,50024.3745713476,-31417.213866735,-24671,-86843.1488627581,59174.2563391586,-133153.438979967,-66703,-99309.8246871806,-28501.8629471027,-9768.99124711203,-35627,38970.4815659134,38690.3350838424,-18644.2651960915,-22126,21571.2429984162,-70535.7796190953,-138867.74264369,-74398,-96200,-60640,14935.1854202831,-98276,-202398,-129981,89325.5488657938,-94530,-94530,-168217,68624.1438475825,-204348,-157377,-473623,-205111,-142984,-106910,-115220,-156265,-122398,-105872,-307430,-447572,-102653,-201975,-285738,-497345,NA
"282","MULLEN AUTOMOTIVE INC.","US-CA",3711,"Motor Vehicles & Passenger Car Bodies",64142869.51731,132048482.975073,17810315.8950444,16372801.7855011,-2729999.9944386,-11581999.9728275,38213087.0945383,-9657999.97522157,-146978.395662705,25288.6812228469,89107.6239952467,-96722,-23013,-108225,-58901.5852959824,-4523996,-2573263,-1814304,-54195.4240606994,-3233831,-20231697,-3869613,-214260.810205218,-3593328,1347769,-4960380,-576859.300156233,-2239208,-1764285,-4513201,-800076.77149585,-1847719,-5346448,-3469540,-573447.360662753,-2487498,-1640340,-1702536,-938129.142034421,-1610847,-903731,-910414,-636572.421955574,-1120847,-1537447,-1010627,-490145.047133945,-1366216,-324690,-2329570,-536584.136178431,-418093.905507414,-653284.912671873,168369.268286227,-540855.024494878,NA
