"","cik","entityName","loc","2008Q1","2008Q2","2008Q3","2008Q4","2009Q1","2009Q2","2009Q3","2009Q4","2010Q1","2010Q2","2010Q3","2010Q4","2011Q1","2011Q2","2011Q3","2011Q4","2012Q1","2012Q2","2012Q3","2012Q4","2013Q1","2013Q2","2013Q3","2013Q4","2014Q1","2014Q2","2014Q3","2014Q4","2015Q1","2015Q2","2015Q3","2015Q4","2016Q1","2016Q2","2016Q3","2016Q4","2017Q1","2017Q2","2017Q3","2017Q4","2018Q1","2018Q2","2018Q3","2018Q4","2019Q1","2019Q2","2019Q3","2019Q4","2020Q1","2020Q2","2020Q3","2020Q4","2021Q1","2021Q2","2021Q3","2021Q4","2022Q1","2022Q2","2022Q3","2022Q4","2023Q1","2023Q2","2023Q3","2023Q4","2024Q1","2024Q2","2024Q3","2024Q4","sic","sicDescription"
"236","0000720875","Dynatronics Corporation","US-MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17012,67839,117260,NA,-68259,46334,-117563,NA,-51145,140983,-61121,NA,-107784,44095,-161752,NA,40923,-133543,-208013,NA,-181562,-124681,-450688,NA,-374618,-559969,-848710,NA,11586,-1314916,-1467956,NA,128964,-644098,-759627,NA,-68066,-448451,-1324777,NA,-377704,-672832,118209,2933576,482640,-1441267,-1471550,-1562938,-505926,-840867,-1245493,NA,-330654,-1011416,-667722,NA,-366648,-774827,3841,"Surgical & Medical Instruments & Apparatus"
"237","0000732026","TRIO-TECH INTERNATIONAL","SG-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491000,187,-462000,NA,-804000,-1203000,-518000,NA,-17000,-543000,-543000,NA,-17000,-365000,157000,NA,-136000,94000,199000,NA,259000,190000,150000,NA,303000,310000,350000,NA,575000,673000,-739000,NA,65000,348000,683000,NA,273000,426000,70000,NA,-8000,235000,178000,NA,917000,855000,-167000,NA,882000,507000,-7000,NA,230000,507000,70000,NA,-236000,507000,3559,"Special Industry Machinery, NEC"
"238","0000788920","PRO-DEX, INC.","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342000,401000,868000,NA,446000,-292000,-487000,NA,-17000,-348000,-747000,NA,212000,-338000,-385000,NA,-170000,-192000,-76000,NA,-125000,391000,368000,NA,286000,3194000,888000,NA,628000,345000,480000,NA,1349000,1179000,732000,NA,1104000,1249000,1213000,NA,1115000,1787000,2161000,1107000,1080000,1082000,574000,1837000,1203000,2752000,1617000,NA,-615000,5e+05,655000,NA,2466000,2040000,3841,"Surgical & Medical Instruments & Apparatus"
"239","0000828530","ADMIRAL FINANCIAL CORP.","US-FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,6035,"Savings Institution, Federally Chartered"
"240","0000849146","LIFEVANTAGE CORP","US-UT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,715000,5448000,-9768000,-47187000,3724000,8759000,-4846000,4832000,4165000,209000,3416000,-182000,3256000,3282000,2494000,2351000,4716000,1472000,573000,226000,1066000,1600000,1003000,2437000,1180000,283000,61000,84000,817000,317000,1635000,2992000,911000,829000,1782000,3907000,1761000,4303000,1661000,3824000,2451000,3812000,1724000,4907000,3316000,79000,1141000,-1416000,610000,-1058000,1022000,NA,629000,-656000,1659000,NA,1826000,2550000,2834,"Pharmaceutical Preparations"
"241","0000862668","Escalon Medical Corp.","US-PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-649162,-1048599,-1921485,NA,-789649,-3535000,-639786,NA,-433436,3993385,-285864,NA,13241,-108549,86084,NA,-458959,-74089,56542,NA,-293189,-265100,-81266,NA,-395532,-64957,-106856,NA,-60521,711220,-119076,NA,-47736,-217983,22205,-250016,621373,-675343,-127883,NA,-196553,98476,-137465,NA,317220,-53154,-320724,NA,-320724,-6043,585235,NA,-21197,-76321,-162149,NA,-32217,246021,3845,"Electromedical & Electrotherapeutic Apparatus"
"242","0000866273","MATRIX SERVICE CO","US-OK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3089000,5287000,4923000,5683000,3509000,7031000,4862000,1786000,4684000,5436000,6521000,7367000,6552000,10306000,11396000,7556000,5914000,3286000,-2959000,10916000,9941000,5431000,4357000,9134000,9342000,5250000,-13821000,-954000,3824000,4532000,-5153000,-14683000,2305000,3932000,8933000,12812000,6151000,-28008000,-5495000,-5722000,-3037000,-4591000,-12873000,-10723000,NA,NA,NA,NA,NA,-32827000,-12686000,NA,-3167000,-2851000,-14581000,NA,-9223000,-5533000,1700,"Construction - Special Trade Contractors"
"243","0000867840","PRECISION OPTICS CORPORATION, INC.","US-MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-157846,-330950,-302312,NA,1998441,-324875,-492139,NA,-358094,-906484,-349994,NA,-210721,-252453,-380434,NA,-296439,-321223,-197884,NA,-381890,-281310,-222097,NA,-293408,-312095,-163353,NA,-28785,-60326,-279271,NA,-299285,-125948,-80483,NA,-86110,-550825,-466130,NA,793,-213454,552278,NA,-576801,-507013,-113899,NA,-158724,508668,-398432,NA,-464415,-758802,-317055,NA,-1311247,-969681,3845,"Electromedical & Electrotherapeutic Apparatus"
"244","0000880117","SANFILIPPO JOHN B & SON INC","US-IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1079000,5172000,-5625000,2209000,2442000,9354000,1440000,3886000,7534000,8301000,342000,5583000,6775000,9224000,3681000,6607000,5915000,8403000,6518000,8469000,7990000,12050000,3078000,7277000,10180000,12885000,6336000,6724000,10711000,7609000,8552000,5628000,6606000,11264000,10331000,11265000,12926000,17461000,13466000,10257000,12812000,19885000,14701000,12343000,19249000,13247000,11877000,NA,15545000,16907000,15732000,NA,17588000,19171000,13477000,NA,11659000,13595000,2060,"Sugar & Confectionery Products"
"245","0000933034","STRATTEC SECURITY CORP","US-WI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1418000,1247000,55000,NA,1282000,1548000,2728000,NA,2670000,2394000,1094000,NA,3211000,3873000,3601000,NA,9300000,5778000,4376000,NA,3273000,3403000,1889000,NA,1542000,398000,3482000,NA,2456000,2882000,2969000,3976000,3467000,-22164000,1730000,-62000,1244000,-1341000,2994000,-10502000,8008000,7113000,4485000,NA,101000,3391000,3143000,NA,125000,NA,-2256000,NA,4165000,1022000,1506000,NA,3703000,1319000,3714,"Motor Vehicle Parts & Accessories"
"246","0001005731","IDT CORPORATION","US-NJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15648000,3936000,7001000,227000,-4326000,2656000,2989000,37329000,3614000,2953000,8691000,-3651000,3523000,2535000,5017000,7709000,80155000,2510000,565000,1260000,4193000,4065000,4237000,11019000,21918000,875000,-4775000,-9841000,-2092000,1516000,-3458000,8242000,-2299000,-1311000,2170000,1574000,-1513000,932000,518000,NA,8288000,13108000,36348000,NA,-2478000,7487000,4771000,NA,11002000,14623000,6890000,NA,7659000,14425000,5551000,NA,17249000,20269000,4813,"Telephone Communications (No Radiotelephone)"
"247","0001006028","PURE Bioscience, Inc.","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2022000,-2480000,-1818000,NA,-2361000,-2193000,-1829000,NA,-2154000,-1824000,-1534000,NA,-3844000,-2482000,-2049000,NA,-1934000,-1736000,-2091000,NA,-2820000,-10902000,30000,NA,-1743000,-936000,-1738000,NA,-2339000,-2027000,-1692000,NA,-2566000,-1296000,-1873000,NA,-1125000,-666000,473000,NA,-180000,-595000,-811000,NA,-796000,-702000,-760000,NA,-993000,-1060000,-876000,NA,-735000,-1002000,-857000,NA,-689000,-798000,2890,"Miscellaneous Chemical Products"
"248","0001039280","NETSOL TECHNOLOGIES, INC.","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1566980,1935737,3318430,NA,-1458708,319567,1684227,NA,929125,2222983,1562835,NA,-1097115,-1626908,-1299804,NA,-1838026,-1367166,-1636245,NA,-737980,1202017,849479,NA,-386111,-2168394,699968,NA,-369498,634421,2864445,NA,962589,2855629,1267560,NA,-1827947,585975,1000807,NA,717554,-242104,-623231,NA,187969,1406785,-278470,NA,-620729,-2092926,2544623,NA,30890,408316,327549,NA,70795,-1147042,7372,"Services-Prepackaged Software"
"249","0001040470","AEHR TEST SYSTEMS","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1516000,-767000,-946000,NA,124000,-1373000,-1361000,-779000,-296000,-811000,-1458000,-854000,-166000,137000,212000,239000,-907000,-2114000,-1726000,-1900000,294000,-1048000,-2975000,-3056000,-755000,-1452000,-2651000,-795000,10000,60000,267000,191000,-1515000,-629000,-3201000,110000,-413000,251000,245000,-2885000,107000,-1966000,-735000,567000,696000,717000,2243000,5794000,589000,3725000,4132000,NA,4674000,6089000,-1471000,NA,660000,-1028000,3825,"Instruments For Meas & Testing of  Electricity & Elec Signals"
"250","0001066194","eGain Corporation","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4846000,1014000,567000,NA,516000,-755000,-655000,NA,-2884000,641000,1030000,1897000,-2004000,-1217000,-1007000,-1018000,-1636000,-5461000,-2399000,-2933000,-3237000,-1379000,-3001000,1377000,-2411000,-1049000,-2515000,-45000,-568000,-788000,-99000,-536000,604000,2e+06,1398000,166000,1217000,1973000,1867000,2151000,2044000,1606000,1261000,2048000,551000,-826000,-615000,-1551000,-16000,-104000,-372000,2601000,2596000,2185000,1493000,1506000,652000,671000,7372,"Services-Prepackaged Software"
"251","0001074871","MODULAR MEDICAL, INC.","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3917,-1510,-1700,NA,-6135,-3841,-3941,NA,-6991,-4545,-4556,NA,-7210,-5457,-5202,NA,-7858,-7533,-7957,NA,-11032,-6857,-6717,NA,-1473,-6427,-7505,-38742,-176002,-258772,NA,-249566,-543774,-739205,NA,-1122198,-1147566,-1133517,NA,-1874157,-1860729,-1870545,NA,-4835091,-4381757,-4841307,NA,-3499000,-3450000,-3358000,NA,-3737000,-4183000,-5269000,NA,-4137000,-4956000,-4804000,3841,"Surgical & Medical Instruments & Apparatus"
"252","0001078271","EXTREME NETWORKS, INC.","US-NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2712000,8929000,-6841000,-2087000,1583000,4107000,2372000,7812000,12915000,-4206000,-2220000,NA,-35000,-15986000,-25058000,NA,-19330000,-13105000,-23548000,NA,-11526000,-7234000,-10784000,NA,-5742000,-4229000,-4977000,NA,4376000,-31923000,-13613000,NA,-9065000,7199000,-6932000,NA,-37738000,-23538000,-44352000,NA,-8812000,-3050000,3472000,NA,12696000,13341000,12824000,NA,12585000,17931000,22131000,NA,28676000,3988000,-64425000,NA,-10504000,7382000,3576,"Computer Communications Equipment"
"253","0001114925","LANTRONIX, INC.","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-678000,-579000,-399000,NA,-1444000,-1377000,-41000,NA,-430000,-412000,-801000,NA,-267000,-323000,-130000,NA,-262000,-632000,-839000,NA,-331000,-928000,-456000,NA,-104000,41000,-162000,NA,-641000,225000,344000,NA,-83000,277000,857000,NA,-2470000,-1351000,-5216000,NA,-302000,-1459000,-1187000,NA,-2283000,-2395000,-3190000,NA,-1653000,-2609000,-3065000,NA,-1886000,-2593000,-423000,NA,-2502000,-2372000,3576,"Computer Communications Equipment"
"254","0001117297","QuinStreet, Inc.","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7501000,6928000,6339000,NA,5494000,4433000,2873000,NA,-137000,-63491000,-2162000,NA,-939000,-44029000,-2673000,NA,-6287000,-5477000,-3216000,NA,-6364000,-6458000,-3265000,NA,-3569000,-7850000,579000,NA,1445000,1947000,7117000,NA,5297000,52826000,941000,NA,1132000,1549000,13919000,NA,14681000,466000,5037000,NA,3093000,-5628000,2230000,NA,-4517000,-7979000,-479000,NA,-10565000,-11554000,-7048000,NA,-1366000,-1549000,7389,"Services-Business Services, NEC"
"255","0001157408","Stride, Inc.","US-VA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2198000,7839000,5599000,-2844000,4600000,4165000,6977000,1801000,4357000,9511000,11975000,2268000,-5040000,-3665000,15949000,12356000,-6776000,12331000,17013000,-11580000,-12793000,8538000,14273000,-982000,-8056000,11652000,9115000,-6483000,-8056000,13259000,13070000,9347000,-8282000,23712000,18462000,3317000,-9730000,20594000,8754000,4888000,12666000,24501000,23789000,NA,-5883000,42004000,42919000,NA,-22672000,50705000,55462000,NA,4878000,66836000,69687000,NA,40882000,96393000,8200,"Services-Educational Services"
"256","0001171155","RADIANT LOGISTICS, INC.","US-WA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,782943,716265,770719,581697,655027,417497,-74617,903487,403153,20780,881810,NA,1091737,263573,1648114,NA,1520664,838739,1336125,NA,339000,-2016000,-1719000,-123000,1862000,2610000,907000,-517000,827000,3841000,678000,NA,3083000,5870000,2932000,NA,3235000,2587000,53000,NA,2889000,4349000,4322000,NA,7609000,6539000,13567000,NA,8433000,4836000,4183000,NA,2622000,985000,-703000,NA,3376000,6467000,4731,"Arrangement of  Transportation of  Freight & Cargo"
"257","0001297341","KENTUCKY FIRST FEDERAL BANCORP","US-KY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333000,424000,444000,NA,421000,388000,528000,NA,522000,927000,630000,NA,423000,598000,491000,NA,416000,579000,539000,NA,538000,404000,178000,NA,297000,254000,168000,NA,280000,869000,162000,NA,138000,167000,207000,NA,234000,248000,240000,NA,285000,370000,NA,NA,NA,NA,NA,NA,NA,374000,144000,NA,-175000,-361000,-107000,NA,-15000,13000,6035,"Savings Institution, Federally Chartered"
"258","0001375348","GOLDEN STAR RESOURCE CORP.","US-NV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23358,-19506,-18881,NA,-24186,-23368,-25773,NA,-30766,-21135,NA,NA,-53610,-6217,-9229,NA,-6867,-15690,-130233,NA,-12,-13965,-14068,NA,1989,-5871,-5830,NA,-6783,-14951,-7113,NA,-5764,-14467,-6357,NA,-13791,-6573,-6403,NA,-13960,-8123,-7741,NA,-18417,-13257,-8310,-17574,-19468,-2057,-12267,-12428,-13513,-11335,-10002,-12778,-14430,-23423,1090,"Miscellaneous Metal Ores"
"259","0001377789","AVIAT NETWORKS, INC.","US-TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21300000,-12500000,-36900000,-19800000,-6800000,-12800000,-3200000,-1300000,-2200000,-5300000,-1700000,-5800000,-13500000,-9700000,-14600000,-13300000,-5466000,-4549000,-13167000,-1443000,-1203000,-5679000,-7874000,-15151000,-629000,1678000,-399000,-1473000,-657000,5071000,-2623000,54000,-750000,2310000,4339000,3839000,54000,-1671000,731000,1143000,5936000,6641000,94731000,2831000,4682000,5916000,6029000,NA,-2746000,6046000,4889000,NA,3557000,1784000,3870000,NA,-11879000,4495000,3663,"Radio & Tv Broadcasting & Communications Equipment"
"260","0001387467","Alpha and Omega Semiconductor Limited","BM-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8800000,8691000,10654000,NA,2139000,1474000,2604000,NA,7942000,3718000,-13173000,NA,307000,160000,-3294000,NA,564000,-1297000,-4105000,NA,-1975000,-1611000,-1263000,NA,3307000,2847000,3556000,NA,4800000,6791000,1651000,NA,2416000,-1545000,-1555000,NA,1009000,-1005000,-6495000,NA,9574000,12903000,16100000,NA,23424000,382998000,31650000,NA,26038000,6337000,-18907000,NA,5786000,-2923000,-11212000,NA,-2496000,-6614000,3674,"Semiconductors & Related Devices"
"261","0001412665","MIDWESTONE FINANCIAL GROUP, INC.","US-IA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2786000,NA,2905000,3223000,3838000,3351000,4432000,3512000,4238000,4352000,4790000,4531000,4864000,4422000,4973000,4753000,4889000,3907000,4796000,4469000,7615000,8238000,5544000,4755000,6222000,3870000,6713000,7234000,6342000,-1590000,7793000,8156000,6778000,7624000,7285000,10674000,12300000,13371000,-1975000,11712000,-19824000,16710000,21648000,17271000,16311000,14256000,13895000,12621000,18317000,16002000,1397000,7594000,9138000,2730000,3269000,15819000,-95707000,16330000,6022,"State Commercial Banks"
"262","0001414382","Concrete Leveling Systems, Inc.","US-OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30822,NA,-24194,NA,-38828,-25817,-24826,NA,-33382,-2957,-25667,NA,-17564,-3708,-4710,NA,-16955,-5013,-4161,NA,-17735,3774,-6684,NA,-20095,-5284,-4247,NA,-24027,-8477,-2478,NA,-18225,-7298,-6826,NA,-20018,-5709,-8353,NA,-22937,-6949,-7545,NA,-23617,-8316,-7981,NA,-20838,-9796,-10467,NA,-26184,-10272,-10640,NA,-24803,-12696,3590,"Misc Industrial & Commercial Machinery & Equipment"
"263","0001415744","NORTHERN MINERALS & EXPLORATION LTD.","US-UT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26511,-26303,-26386,NA,-25153,-26357,-26700,NA,-231072,-49923,-38937,NA,-23047,-18914,NA,NA,-49721,-36785,-49069,NA,-39197,-65023,-84967,NA,-550294,-19699,-33426,NA,-97430,-135439,-206399,NA,-110027,-323874,-62974,NA,-54567,-41111,-29185,NA,-40200,-22877,-38535,NA,-53481,-28508,-32857,NA,-51756,-26871,-43753,NA,-61690,-29776,-39154,NA,-77462,-39335,1040,"Gold and Silver Ores"
"264","0001442492","Laredo Oil, Inc.","US-TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-141733,266818,-571174,NA,-4273894,48303,74324,NA,-107091,-150603,-185265,NA,-218025,-258890,-122475,NA,-177912,681,-368875,NA,-200062,-72963,-40749,NA,-120235,-271967,-87949,NA,110456,-158835,245081,NA,-26758,55107,35359,NA,-85248,30690,-16553,NA,-194830,-227497,410256,NA,884576,-538996,-451615,NA,-874625,-749768,-699016,NA,-1119710,-753522,-266861,NA,-469252,-815720,1311,"Crude Petroleum & Natural Gas"
"265","0001477246","S&W SEED CO","US-CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-254079,-82197,-293634,NA,522765,443064,20641,NA,88756,146609,-1872374,NA,41209,110132,-398594,NA,-874315,-1542660,-469328,NA,-1874233,567873,567873,NA,-3217154,1158958,1327240,NA,1778453,-399887,1778453,NA,20931,-2766056,-3341900,NA,-4925490,-6664857,-3281749,NA,-7172760,NA,NA,NA,NA,-9795102,-7304923,NA,-4508941,-5986005,32119365,NA,-5949629,-6468852,-5500537,NA,-16229726,-1660857,100,"Agricultural Production-Crops"
"266","0001511737","UBIQUITI INC.","US-NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7581000,10978000,13033000,18135000,21493000,24691000,27920000,28485000,13179000,17803000,20667000,28841000,40528000,41792000,45199000,49418000,37743000,46265000,41137000,4518000,53759000,49452000,52699000,57706000,71788000,60608000,64432000,60678000,74925000,-51459000,102739000,70085000,85703000,77796000,88300000,70895000,98146000,85811000,103722000,92618000,156509000,159668000,146075000,NA,132150000,103649000,50354000,NA,93182000,112205000,98577000,NA,87750000,82116000,76290000,NA,127988000,136795000,3663,"Radio & Tv Broadcasting & Communications Equipment"
"267","0001520697","Acadia Healthcare Company, Inc.","US-TN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1566000,NA,-249000,-21857000,3123000,-15909000,3679000,5909000,6450000,4365000,3738000,12197000,14364000,12280000,13058000,22451000,25402000,22129000,14594000,33844000,29550000,34566000,25688000,56445000,-117808000,41818000,34958000,49630000,45618000,69629000,50819000,58836000,46232000,-331637000,29471000,48140000,42566000,-11254000,33463000,41079000,36998000,-783672000,9717000,44514000,66126000,70278000,60837000,80079000,71099000,61124000,66015000,72299000,-217710000,57729000,76383000,78482000,68132000,32615000,8093,"Services-Specialty Outpatient Facilities, NEC"
"268","0000038264","Forward Industries, Inc.","US-NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17475,-554788,-682724,NA,-1513180,-1544426,-3308928,NA,138765,148074,-244703,NA,351427,-301014,19909,NA,-1501791,-687696,495110,NA,244080,144303,77956,NA,151492,-237530,551925,NA,46651,948467,235484,148718,-530527,-1130905,-104062,-1838536,-81657,-1371614,-215202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-354220,NA,NA,NA,-708065,3089,"Plastics Products, NEC"
"269","0000105132","WD-40 COMPANY","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9079000,9108000,8060000,NA,6792000,10584000,9136000,NA,10944000,10461000,10267000,NA,11482000,10317000,10406000,NA,10786000,11333000,10965000,NA,12062000,13669000,12665000,NA,11758000,12360000,14444000,NA,12630000,14818000,16130000,NA,13279000,15906000,18139000,NA,12194000,14327000,14524000,NA,23623000,17191000,21006000,NA,18555000,19508000,14480000,NA,13997000,16526000,18895000,NA,17482000,15536000,19842000,NA,18925000,2890,"Miscellaneous Chemical Products"
"270","0000276720","PURE CYCLE CORPORATION","US-CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1460813,-1780958,-1362839,NA,-1361735,-1363599,-1419926,NA,-1333590,-914692,-1052745,NA,-846502,-455975,-381246,NA,10,-86,30,-23082,-97,-271,-422,-521,-338000,-317000,-554000,-501000,-97000,1e+05,55000,357000,633972,-96025,1261371,3012000,5763000,274000,27000,NA,845000,17352000,624000,NA,1514000,1693000,837000,NA,159000,189000,3295000,NA,2065000,118000,2825000,NA,3937000,4941,"Water Supply"
"271","0000823277","CHS Inc.","US-MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201725000,194598000,358484000,NA,416208000,78470000,405062000,NA,343707000,275086000,250796000,NA,242186000,260069000,379455000,NA,378703000,92814000,178050000,NA,266475000,-30979000,190275000,NA,203364000,14211000,-71533000,-74450000,187646000,166007000,181807000,240447000,347504000,248766000,54620000,NA,177882000,125447000,97648000,NA,69671000,-38229000,273591000,NA,451961000,2.19e+08,576574000,NA,782598000,292321000,547499000,NA,522923000,170307000,297274000,NA,244790000,5150,"Wholesale-Farm Product Raw Materials"
"272","0000928465","AMCON DISTRIBUTING CO","US-NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1832066,1584676,1827751,NA,1438335,1464750,1846001,NA,1462752,1213894,1632487,NA,1287996,531285,1260432,NA,1546030,769333,1996224,NA,1355622,1146624,1851934,NA,1046464,488483,385049,NA,1480091,338899,785050,NA,1245321,1523215,665679,NA,451870,699319,1579566,NA,3077610,2428908,3691210,NA,3001055,3006182,6044808,NA,2629001,2065574,3944379,NA,1070961,539543,1489399,NA,348419,5141,"Wholesale-Groceries, General Line"
"273","0001127475","DIGITAL BRAND MEDIA & MARKETING GROUP, INC.","US-NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-287042,-126218,NA,NA,-434407,-273370,-359404,NA,-216721,-337154,133075,NA,-541051,-729355,244641,NA,-293243,-183818,-196791,NA,NA,NA,NA,NA,165642,429517,-388410,NA,-58346,-71365,-157820,NA,-80797,-171475,-206169,NA,-13732,-162869,-128527,NA,-247662,-81875,-194046,NA,-145514,23651,-282895,NA,-364670,-374638,23534,NA,-395753,-189452,-116070,NA,-355014,7389,"Services-Business Services, NEC"
"274","0001493594","MACOM Technology Solutions Holdings, Inc.","US-MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606000,-9757000,-40015000,40150000,22042000,-53561000,13545000,16958000,4056000,5420000,6980000,1740000,-8921000,-22122000,1183000,14537000,-6306000,-7537000,8027000,NA,-15571000,-10649000,22552000,NA,-965000,-130131000,-27677000,NA,-22569000,-15484000,-85430000,NA,-23396000,-46204000,-324714000,NA,-28362000,-10226000,-24982000,NA,-8968000,14807000,15005000,NA,138827000,29558000,32234000,NA,29519000,25755000,11853000,NA,12526000,14980000,19939000,NA,-167530000,3674,"Semiconductors & Related Devices"
"275","0001506251","Citius Pharmaceuticals, Inc.","US-NJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9008,-7260,-7315,NA,-2568,-7210,-6836,NA,-1420,-10229,-4432,NA,-534414,-90279,-34880,NA,-823708,-345268,-824972,NA,-1220721,-869454,-3615929,NA,-2175898,-2743363,-2422421,NA,-3246166,-4421650,-2021894,NA,-3874730,-3631929,-4405583,NA,-4322370,-4424969,-4680118,NA,-8146909,-4122432,-5824008,NA,-9225220,-7561054,-8863632,NA,-3593645,-10526025,-8479332,NA,9231185,-8544154,-10573336,NA,-10281246,2834,"Pharmaceutical Preparations"
