year,cik,entityName,loc,sicDescription,pred_cluster,yearly_gross
2024,785956,J&J SNACK FOODS CORP.,US-NJ,Cookies & Crackers,6,0.9107000000000018
2023,896878,INTUIT INC.,US-CA,Services-Prepackaged Software,5,47.679999999999794
2022,1227265,CERES ORION L.P.,US-NY,Commodity Contracts Brokers & Dealers,3,0.45600496
2024,1603345,AGENTIX CORP.,US-CA,"Biological Products, (No Diagnostic Substances)",2,-0.00378906
2024,1666138,Atkore Inc.,US-IL,"Miscellaneous Electrical Machinery, Equipment & Supplies",1,4.31125
2021,1434524,CLEARSIGN TECHNOLOGIES CORPORATION,US-OK,"Industrial Instruments For Measurement, Display, and Control",1,-0.07891
2021,1589526,BLUE BIRD CORPORATION,US-GA,Truck & Bus Bodies,1,0.039630000000000006
2021,1583107,"THERAVANCE BIOPHARMA, INC.",US-CA,Pharmaceutical Preparations,2,-2.62424
2023,879407,"Arrowhead Pharmaceuticals, Inc.",US-CA,Pharmaceutical Preparations,2,0.13161
2022,1403161,VISA INC.,US-CA,"Services-Business Services, NEC",9,146.4799999999998
2024,933034,STRATTEC SECURITY CORP,US-WI,Motor Vehicle Parts & Accessories,1,0.08034
2024,1598665,"Heritage Insurance Holdings, Inc.",US-FL,"Fire, Marine & Casualty Insurance",1,0.6153899999999999
2022,792966,"FARMERS & MERCHANTS BANCORP, INC.",US-OH,"Savings Institution, Federally Chartered",8,0.32514999999999983
2022,1302215,"Houlihan Lokey, Inc.",US-CA,Investment Advice,3,3.68297999999999
2024,1037038,Ralph Lauren Corporation,US-NY,"Men's & Boys' Furnishgs, Work Clothg, & Allied Garments",1,8.90499999999998
2023,1618921,"WALGREENS BOOTS ALLIANCE, INC.",US-IL,Retail-Drug Stores and Proprietary Stores,6,5.73999999999998
2024,107140,"JOHN WILEY & SONS, INC.",US-NJ,Books: Publishing or  Publishing & Printing,6,-0.9780699999999999
2022,1629210,PARAMOUNT GOLD NEVADA CORP.,US-NV,Metal Mining,1,-0.05966773
2024,6951,APPLIED MATERIALS INC /DE,US-CA,Semiconductors & Related Devices,7,63.1699999999999
2024,1544190,"SHEPHERD’S FINANCE, LLC",US-FL,Short-Term Business Credit Institutions,8,0.01737
2023,1114925,"LANTRONIX, INC.",US-CA,Computer Communications Equipment,7,-0.10609
2022,785786,PLEXUS CORP.,US-WI,Printed Circuit Boards,7,1.440470000000001
2021,1342423,LIMONEIRA COMPANY,US-CA,Agricultural Production-Crops,1,0.028249999999999997
2023,14693,Brown-Forman Corporation,US-KY,Beverages,2,8.58
2021,936395,Ciena Corp,US-MD,Telephone & Telegraph Apparatus,7,6.25404
2022,57515,Lancaster Colony Corporation,US-OH,"Canned, Frozen & Preservd Fruit, Veg & Food Specialties",6,0.6859900000000001
2022,935419,"RCI HOSPITALITY HOLDINGS, INC.",US-TX,Retail-Eating  Places,6,0.45704
2024,1108134,"BERKSHIRE HILLS BANCORP, INC.",US-MA,"Savings Institutions, Not Federally Chartered",8,0.47519
2024,1136893,"Fidelity National Information Services, Inc.",US-FL,"Services-Business Services, NEC",9,14.489999999999991
2022,732026,TRIO-TECH INTERNATIONAL,SG-,"Special Industry Machinery, NEC",1,0.01054999999999999
2023,57131,LA-Z-BOY INCORPORATED,US-MI,Household Furniture,1,1.15044
2021,730263,"THOR Industries, Inc.",US-IN,Motor Homes,1,8.75431999999999
2022,711404,"The Cooper Companies, Inc.",US-CA,Ophthalmic Goods,1,4.080000000000004
2024,1049521,"MERCURY SYSTEMS, INC.",US-MA,Electronic Components & Accessories,7,-1.242520000000002
2024,1413837,FIRST FOUNDATION INC.,US-TX,State Commercial Banks,4,-0.9240699999999991
2023,1666138,Atkore Inc.,US-IL,"Miscellaneous Electrical Machinery, Equipment & Supplies",1,7.151509999999989
2021,1308547,"DOLBY LABORATORIES, INC.",US-CA,Patent Owners & Lessors,1,2.6547299999999963
2022,1071840,"SOLARWINDOW TECHNOLOGIES, INC.",US-AZ,Industrial Organic Chemicals,2,-0.05376961
2022,771856,"CHAMPIONS ONCOLOGY, INC.",US-NJ,"Biological Products, (No Diagnostic Substances)",2,-0.019870000000000002
2023,1057379,"Hackett Group, Inc.",US-FL,Services-Management Consulting Services,9,0.3415099999999999
2022,1327567,"PALO ALTO NETWORKS, INC",US-CA,"Computer Peripheral Equipment, NEC",7,-0.42200000000000215
2022,80420,"Powell Industries, Inc.",US-TX,Switchgear & Switchboard Apparatus,7,0.1774499999999999
2021,1066194,eGain Corporation,US-CA,Services-Prepackaged Software,5,0.030339999999999992
2023,57515,Lancaster Colony Corporation,US-OH,"Canned, Frozen & Preservd Fruit, Veg & Food Specialties",6,1.4454499999999992
2024,70502,NATIONAL RURAL UTILITIES COOPERATIVE FINANCE CORPORATION,US-VA,Miscellaneous Business Credit Institution,8,0.43538999999999994
2024,37472,"FLEXSTEEL INDUSTRIES, INC.",US-IA,Household Furniture,1,0.19919
2023,1529377,ARES COMMERCIAL REAL ESTATE CORPORATION,US-NY,Real Estate Investment Trusts,3,-0.38866999999999907
2022,1591698,PAYLOCITY HOLDING CORPORATION,US-IL,Services-Prepackaged Software,5,1.15644
2021,1230245,PIPER SANDLER COMPANIES,US-MN,"Security Brokers, Dealers & Flotation Companies",3,2.78514
2024,1005286,"LIFECORE BIOMEDICAL, INC.",US-MN,Pharmaceutical Preparations,2,0.08463000000000002
2024,827054,MICROCHIP TECHNOLOGY INCORPORATED,US-AZ,Semiconductors & Related Devices,7,5.732999999999991
2021,707549,LAM RESEARCH CORPORATION,US-CA,"Special Industry Machinery, NEC",1,45.16816
2022,67887,MOOG Inc.,US-NY,Misc Industrial & Commercial Machinery & Equipment,1,1.75921
2023,731653,UNITED BANCORP INC /OH/,US-OH,State Commercial Banks,4,0.0895
2023,1005731,IDT CORPORATION,US-NJ,Telephone Communications (No Radiotelephone),9,0.35864000000000007
2024,1169561,"Commvault Systems, Inc",US-NJ,Services-Prepackaged Software,5,0.62253
2022,823277,CHS Inc.,US-MN,Wholesale-Farm Product Raw Materials,1,21.54745999999994
2021,1032220,"Maximus, Inc.",US-VA,"Services-Business Services, NEC",9,3.229339999999998
2024,882835,"ROPER TECHNOLOGIES, INC.",US-FL,"Industrial Instruments For Measurement, Display, and Control",1,15.492999999999949
2024,1437517,"CYBERLOQ TECHNOLOGIES, INC.",US-FL,Services-Prepackaged Software,5,-0.00989452
2021,1070524,"GREENE COUNTY BANCORP, INC.",US-NY,"Savings Institutions, Not Federally Chartered",8,0.2450699999999998
2023,913778,BF GARDEN TAX CREDIT FUND IV L.P.,US-MA,Operators of  Apartment Buildings,9,0.01073117
2023,1023731,"8x8, INC.",US-CA,Services-Computer Processing & Data Preparation,5,-0.70031
2021,10456,Baxter International Inc.,US-IL,Surgical & Medical Instruments & Apparatus,1,6.72
2023,38777,"FRANKLIN RESOURCES, INC.",US-CA,Investment Advice,3,9.00499999999996
2024,879407,"Arrowhead Pharmaceuticals, Inc.",US-CA,Pharmaceutical Preparations,2,-5.71677
2024,712515,ELECTRONIC ARTS INC.,US-CA,Services-Prepackaged Software,5,11.56999999999997
2021,1606757,"KIMBALL ELECTRONICS, INC.",US-IN,Printed Circuit Boards,7,0.28621
2024,1571996,Dell Technologies Inc.,US-TX,Electronic Computers,7,45.91999999999998
2024,1410738,VoIP-PAL.COM INC.,US-TX,Telephone & Telegraph Apparatus,7,-0.10381101999999999
2022,69422,THE INTERGROUP CORPORATION,US-CA,Operators of  Apartment Buildings,9,0.0075899999999999995
2022,1381668,TFS FINANCIAL CORPORATION,US-OH,"Savings Institution, Federally Chartered",8,0.7233200000000001
2024,1046050,"TIMBERLAND BANCORP, INC.",US-WA,"Savings Institutions, Not Federally Chartered",8,0.2484699999999999
2024,1341439,Oracle Corporation,US-TX,Services-Prepackaged Software,5,108.81999999999981
2024,1630113,BIOTRICITY INC.,US-CA,Surgical & Medical Instruments & Apparatus,1,-0.09293533
2023,1627223,The Chemours Company,US-DE,Chemicals & Allied Products,2,-2.36999999999999
2022,911216,"PALATIN TECHNOLOGIES, INC.",US-NJ,Pharmaceutical Preparations,2,-0.20811134000000012
2023,3545,"ALICO, INC.",US-FL,Agricultural Production-Crops,1,0.5882200000000009
